literal	pos	family	voice	note	source	confidence
宋娟	u			no-source	fallback	low
完先	u			no-source	fallback	low
實行	n,v			cow-multi	cow	medium
局副局長	u			no-source	fallback	low
師弟	u			no-source	fallback	low
帶嚟	u			no-source	fallback	low
幾十年	u			no-source	fallback	low
廢物	n			cow-single	cow	medium
影張	u			no-source	fallback	low
心知	u			no-source	fallback	low
思坐	u			no-source	fallback	low
怨恨	n,v			cow-multi	cow	medium
悲哀	n			cow-single	cow	medium
慮	u			no-source	fallback	low
憎人	u			no-source	fallback	low
成張	u			no-source	fallback	low
我射	u			no-source	fallback	low
我數	u			no-source	fallback	low
我錯	u			no-source	fallback	low
打下	u			no-source	fallback	low
打冷震	u			no-source	fallback	low
打完	v			verb-suffix	heuristic	medium
托住	v			verb-suffix	heuristic	medium
扮嘢	u			no-source	fallback	low
批准	n,v			cow-multi	cow	medium
拐	v			cow-single	cow	medium
推到	u			no-source	fallback	low
插班	u			no-source	fallback	low
揞	u			no-source	fallback	low
教過	u			no-source	fallback	low
早抖	u			no-source	fallback	low
月楓	u			no-source	fallback	low
有車	u			no-source	fallback	low
本書	u			no-source	fallback	low
柴	u			no-source	fallback	low
校生	u			no-source	fallback	low
森之鐲	u			no-source	fallback	low
武天	u			no-source	fallback	low
死火	u			no-source	fallback	low
死路	u			no-source	fallback	low
每一下	u			no-source	fallback	low
永倫	u			no-source	fallback	low
沈默	u			no-source	fallback	low
洞口	u			no-source	fallback	low
流行	u			no-source	fallback	low
無女	u			no-source	fallback	low
狼狽	u			no-source	fallback	low
王胤	u			no-source	fallback	low
理得	u			no-source	fallback	low
甘講	u			no-source	fallback	low
畀錢	u			no-source	fallback	low
留響	u			no-source	fallback	low
略	u			no-source	fallback	low
痰	u			no-source	fallback	low
癡住	v			verb-suffix	heuristic	medium
登登登	u			no-source	fallback	low
監	u			no-source	fallback	low
盲	n			cow-single	cow	medium
瞬移	u			no-source	fallback	low
神話	n			cow-single	cow	medium
空檔	u			no-source	fallback	low
穿着	n			cow-single	cow	medium
第三次	u			no-source	fallback	low
翻學	u			no-source	fallback	low
聆	u			no-source	fallback	low
自衛	u			no-source	fallback	low
舒	u			no-source	fallback	low
菜菜	u			no-source	fallback	low
萬用	u			no-source	fallback	low
落樓	u			no-source	fallback	low
蓋蓋	u			no-source	fallback	low
蛋散	u			no-source	fallback	low
衝埋	u			no-source	fallback	low
見客	u			no-source	fallback	low
覺悟	u			no-source	fallback	low
調轉	u			no-source	fallback	low
講一	u			no-source	fallback	low
謝	u			no-source	fallback	low
證	u			no-source	fallback	low
買嘢	u			no-source	fallback	low
走返	u			no-source	fallback	low
身後有	u			no-source	fallback	low
轉面	u			no-source	fallback	low
辣雞	u			no-source	fallback	low
追逐	v			cow-single	cow	medium
這段	u			no-source	fallback	low
過要	u			no-source	fallback	low
遲下	u			no-source	fallback	low
金劍	u			no-source	fallback	low
金毛飛	u			no-source	fallback	low
鎚	u			no-source	fallback	low
長輩	u			no-source	fallback	low
長遠	u			no-source	fallback	low
開餐	u			no-source	fallback	low
阿明問	u			no-source	fallback	low
陣味	u			no-source	fallback	low
露台	u			no-source	fallback	low
青頭	u			no-source	fallback	low
面子	u			no-source	fallback	low
韓	u			no-source	fallback	low
預算案	n			cow-single	cow	medium
飛出	u			no-source	fallback	low
飛起	u			no-source	fallback	low
香噴噴	u			no-source	fallback	low
鹽	n			cow-single	cow	medium
麻麻	u			no-source	fallback	low
龐	u			no-source	fallback	low
以其	u			no-source	fallback	low
戶	u			no-source	fallback	low
沒有想到	u			no-source	fallback	low
生產企業	u			no-source	fallback	low
躲在	u			no-source	fallback	low
農行	u			no-source	fallback	low
多功能	u			no-source	fallback	low
很明顯	u			no-source	fallback	low
卻被	u			no-source	fallback	low
多普達	u			no-source	fallback	low
臺式機	u			no-source	fallback	low
法人	u			no-source	fallback	low
令我	u			no-source	fallback	low
法律法規	u			no-source	fallback	low
來這裏	u			no-source	fallback	low
均有	u			no-source	fallback	low
我叫	u			no-source	fallback	low
標註	u			no-source	fallback	low
都用	u			no-source	fallback	low
不以爲然	u			no-source	fallback	low
可使	u			no-source	fallback	low
正文	u			no-source	fallback	low
你用	u			no-source	fallback	low
很多人都	u			no-source	fallback	low
都好	u			no-source	fallback	low
晚年	n			cow-single	cow	medium
社會保障	u			no-source	fallback	low
雅思	u			no-source	fallback	low
都行	u			no-source	fallback	low
做不到	u			no-source	fallback	low
字節	u			no-source	fallback	low
更多信息	u			no-source	fallback	low
研究員	n			cow-single	cow	medium
千萬別	u			no-source	fallback	low
林業	u			no-source	fallback	low
那麼大	u			no-source	fallback	low
邵	n			cow-single	cow	medium
掛機	u			no-source	fallback	low
是一位	u			no-source	fallback	low
數百	u			no-source	fallback	low
三亞	u			no-source	fallback	low
網關	u			no-source	fallback	low
這些問題	n			len4-noun-heuristic	heuristic	medium
不幹	u			no-source	fallback	low
嗚嗚	u			no-source	fallback	low
在做	u			no-source	fallback	low
爲準	u			no-source	fallback	low
超頻	u			no-source	fallback	low
這種人	u			no-source	fallback	low
高三	u			no-source	fallback	low
出問題	u			no-source	fallback	low
湖南省	u			no-source	fallback	low
西門子	u			no-source	fallback	low
說好	u			no-source	fallback	low
頂一下	u			no-source	fallback	low
麗江	u			no-source	fallback	low
新一輪	u			no-source	fallback	low
您在	u			no-source	fallback	low
好消息	u			no-source	fallback	low
怎麼看	u			no-source	fallback	low
校區	u			no-source	fallback	low
湖北省	u			no-source	fallback	low
中獎	u			no-source	fallback	low
買點	u			no-source	fallback	low
什麼的	u			no-source	fallback	low
單個	u			no-source	fallback	low
還有一些	u			no-source	fallback	low
寫入	u			no-source	fallback	low
有誰	u			no-source	fallback	low
外企	u			no-source	fallback	low
寫完	v			verb-suffix	heuristic	medium
章子怡	u			no-source	fallback	low
寬屏	u			no-source	fallback	low
網線	u			no-source	fallback	low
不叫	u			no-source	fallback	low
可靠性	u			no-source	fallback	low
序號	u			no-source	fallback	low
日電	u			no-source	fallback	low
聊天室	u			no-source	fallback	low
誰是	u			no-source	fallback	low
戶型	u			no-source	fallback	low
投產	u			no-source	fallback	low
數組	u			no-source	fallback	low
開來	u			no-source	fallback	low
便攜	u			no-source	fallback	low
管理局	u			no-source	fallback	low
這是個	u			no-source	fallback	low
笑道	u			no-source	fallback	low
約爲	u			no-source	fallback	low
兩款	u			no-source	fallback	low
可不	u			no-source	fallback	low
房間裏	u			no-source	fallback	low
爲期	u			no-source	fallback	low
社會發展	u			no-source	fallback	low
研究中心	n			len4-noun-heuristic	heuristic	medium
好呀	u			no-source	fallback	low
是爲	u			no-source	fallback	low
不需	u			no-source	fallback	low
應爲	u			no-source	fallback	low
券	n			cow-single	cow	medium
獃	u			no-source	fallback	low
聲卡	u			no-source	fallback	low
賬號	u			no-source	fallback	low
越高	u			no-source	fallback	low
信息技術	n			len4-noun-heuristic	heuristic	medium
大唐	u			no-source	fallback	low
很奇怪	u			no-source	fallback	low
臺詞	u			no-source	fallback	low
那也	u			no-source	fallback	low
咔咔	u			no-source	fallback	low
住的	u			no-source	fallback	low
這個月	u			no-source	fallback	low
大家好	u			no-source	fallback	low
均價	u			no-source	fallback	low
更容易	u			no-source	fallback	low
組委會	u			no-source	fallback	low
新城	u			no-source	fallback	low
安徽省	u			no-source	fallback	low
踩踩	u			no-source	fallback	low
前段時間	u			no-source	fallback	low
就跟	u			no-source	fallback	low
我所	u			no-source	fallback	low
喫驚	u			no-source	fallback	low
行不行	u			no-source	fallback	low
多喫	u			no-source	fallback	low
這件事情	u			no-source	fallback	low
不光	u			no-source	fallback	low
法語	u			no-source	fallback	low
空格	u			no-source	fallback	low
富人	n			cow-single	cow	medium
就走	u			no-source	fallback	low
能使	u			no-source	fallback	low
較快	u			no-source	fallback	low
菊	u			no-source	fallback	low
這個詞	u			no-source	fallback	low
誰來	u			no-source	fallback	low
銷售額	u			no-source	fallback	low
膩	u			no-source	fallback	low
計費	u			no-source	fallback	low
三個人	u			no-source	fallback	low
已在	u			no-source	fallback	low
復旦	u			no-source	fallback	low
精度	u			no-source	fallback	low
行嗎	u			no-source	fallback	low
省錢	u			no-source	fallback	low
管理工作	u			no-source	fallback	low
貼圖	u			no-source	fallback	low
偷拍	u			no-source	fallback	low
在她	u			no-source	fallback	low
急着	u			no-source	fallback	low
逛逛	u			no-source	fallback	low
但他們	u			no-source	fallback	low
機電	u			no-source	fallback	low
聯繫電話	n			len4-noun-heuristic	heuristic	medium
俞	u			no-source	fallback	low
第一批	u			no-source	fallback	low
怎麼做	u			no-source	fallback	low
我爲	u			no-source	fallback	low
技術人員	n			len4-noun-heuristic	heuristic	medium
指鍼	u			no-source	fallback	low
去死	u			no-source	fallback	low
時說	u			no-source	fallback	low
一直以來	u			no-source	fallback	low
爲我	u			no-source	fallback	low
看懂	u			no-source	fallback	low
就很	u			no-source	fallback	low
怎麼可能	u			no-source	fallback	low
郝	u			no-source	fallback	low
下一	u			no-source	fallback	low
也是一種	u			no-source	fallback	low
呈現出	u			no-source	fallback	low
很深	u			no-source	fallback	low
摸摸	u			no-source	fallback	low
牛人	u			no-source	fallback	low
笑得	u			no-source	fallback	low
這麼多年	u			no-source	fallback	low
喫虧	u			no-source	fallback	low
帕	u			no-source	fallback	low
一嚇	u			no-source	fallback	low
三層	u			no-source	fallback	low
三條	u			no-source	fallback	low
上層	u			no-source	fallback	low
上腦	u			no-source	fallback	low
下年	u			no-source	fallback	low
下望	u			no-source	fallback	low
不妨	u			no-source	fallback	low
不變	u			no-source	fallback	low
中醫	u			no-source	fallback	low
介指	u			no-source	fallback	low
仔呀	u			no-source	fallback	low
但它	u			no-source	fallback	low
低胸	u			no-source	fallback	low
便宜	u			no-source	fallback	low
俱	u			no-source	fallback	low
個肚	u			no-source	fallback	low
傾訴	u			no-source	fallback	low
內側	u			no-source	fallback	low
全個	u			no-source	fallback	low
全裸	u			no-source	fallback	low
六個	u			no-source	fallback	low
再落	u			no-source	fallback	low
冤	u			no-source	fallback	low
出路	n			cow-single	cow	medium
分咗手	u			no-source	fallback	low
十二	x			numeral	heuristic	high
半場	n			cow-single	cow	medium
即話	u			no-source	fallback	low
口窒窒	u			no-source	fallback	low
古惑	u			no-source	fallback	low
咗一條	u			no-source	fallback	low
唏	u			no-source	fallback	low
喇得	u			no-source	fallback	low
嗒	u			no-source	fallback	low
嘅女	u			no-source	fallback	low
嘶	u			no-source	fallback	low
嚟得	u			no-source	fallback	low
地出	u			no-source	fallback	low
埋頭	u			no-source	fallback	low
墓主	u			no-source	fallback	low
夠喇	u			no-source	fallback	low
大少	u			no-source	fallback	low
好怪	u			no-source	fallback	low
好憎	u			no-source	fallback	low
好耐無見	u			no-source	fallback	low
孽	u			no-source	fallback	low
定時	u			no-source	fallback	low
察	u			no-source	fallback	low
對出	u			no-source	fallback	low
導	u			no-source	fallback	low
小欖	u			no-source	fallback	low
小雪同	u			no-source	fallback	low
幾快	u			no-source	fallback	low
幾慘	u			no-source	fallback	low
幾歲	u			no-source	fallback	low
幾聲	u			no-source	fallback	low
得嚟	u			no-source	fallback	low
忍到	u			no-source	fallback	low
快會	u			no-source	fallback	low
急步	u			no-source	fallback	low
愛過	u			no-source	fallback	low
懷住	v			verb-suffix	heuristic	medium
我個妹	u			no-source	fallback	low
我姐	u			no-source	fallback	low
我搖搖頭	u			no-source	fallback	low
我畫	u			no-source	fallback	low
我變	u			no-source	fallback	low
所思	u			no-source	fallback	low
打擾	v			cow-single	cow	medium
披	u			no-source	fallback	low
抵受	u			no-source	fallback	low
接聽	v			cow-single	cow	medium
控	u			no-source	fallback	low
換個	u			no-source	fallback	low
擴散	n,v			cow-multi	cow	medium
方家	u			no-source	fallback	low
晌	u			no-source	fallback	low
晶晶	u			no-source	fallback	low
有返	u			no-source	fallback	low
有骨	u			no-source	fallback	low
木門	u			no-source	fallback	low
梁	n			cow-single	cow	medium
機率	u			no-source	fallback	low
正下方	u			no-source	fallback	low
死窮	u			no-source	fallback	low
每一日	u			no-source	fallback	low
每天	u			no-source	fallback	low
深水	u			no-source	fallback	low
清姨	u			no-source	fallback	low
渣車	u			no-source	fallback	low
滲	v			cow-single	cow	medium
滲出	u			no-source	fallback	low
無望	u			no-source	fallback	low
照住	v			verb-suffix	heuristic	medium
燁	u			no-source	fallback	low
王子	n			cow-single	cow	medium
珍貴	u			no-source	fallback	low
瓶	n			cow-single	cow	medium
甜甜	u			no-source	fallback	low
病床	u			no-source	fallback	low
白車	u			no-source	fallback	low
百厭	u			no-source	fallback	low
眼溼	u			no-source	fallback	low
眼溼溼	u			no-source	fallback	low
瞬	u			no-source	fallback	low
知好	u			no-source	fallback	low
知過	u			no-source	fallback	low
硬頸	u			no-source	fallback	low
碧	u			no-source	fallback	low
神來	u			no-source	fallback	low
禽獸	u			no-source	fallback	low
移開	v			verb-suffix	heuristic	medium
細龜	u			no-source	fallback	low
維修	u			no-source	fallback	low
緊嗰	u			no-source	fallback	low
緊閉	u			no-source	fallback	low
纖	u			no-source	fallback	low
耙	n			cow-single	cow	medium
聲同	u			no-source	fallback	low
聽個	u			no-source	fallback	low
聽起	u			no-source	fallback	low
肚痛	u			no-source	fallback	low
腳軟	u			no-source	fallback	low
自大	u			no-source	fallback	low
表面上	u			no-source	fallback	low
衰嘢	u			no-source	fallback	low
褪	u			no-source	fallback	low
要過	u			no-source	fallback	low
解到	u			no-source	fallback	low
計埋	u			no-source	fallback	low
訓緊	u			no-source	fallback	low
記翻	u			no-source	fallback	low
試吓	u			no-source	fallback	low
諾	u			no-source	fallback	low
講依	u			no-source	fallback	low
講明	u			no-source	fallback	low
講開	v			verb-suffix	heuristic	medium
識路	u			no-source	fallback	low
變大	u			no-source	fallback	low
象	n			cow-single	cow	medium
起手	u			no-source	fallback	low
身前	u			no-source	fallback	low
載	u			no-source	fallback	low
輕撫	u			no-source	fallback	low
轉右	u			no-source	fallback	low
轉轉	u			no-source	fallback	low
返番	u			no-source	fallback	low
返過	u			no-source	fallback	low
這些都是	u			no-source	fallback	low
逸	u			no-source	fallback	low
過幾日	u			no-source	fallback	low
還在	u			no-source	fallback	low
邊一個	u			no-source	fallback	low
都夠	u			no-source	fallback	low
醒返	u			no-source	fallback	low
重播	n			cow-single	cow	medium
