literal	scope	current_family	proposed_family	source	evidence	confidence	verdict	review_note
五音不全	mother-unmatched	idiom		project-pos-mother	no-external-match	low	pending	awaiting-review
五顏六色	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
五馬分屍	project-pos-expansion		chengyu	china-idiom	external-membership;family-unset	medium	pending	awaiting-review
五體投地	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
五黃六月	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
井井有條	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
井底之蛙	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
井水不犯河水	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
井然有序	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
井然有條	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
井蛙之見	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
亙古未有	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
亙古通今	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
亡命之徒	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
亡國之音	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
亡國滅種	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
亡戟得矛	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
亡羊補牢	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
亡魂失魄	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
交口稱譽	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
交淺言深	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
交相輝映	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
交臂失之	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
交頭接耳	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
亦步亦趨	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
亦莊亦諧	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
亭亭玉立	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
亭台樓閣	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
亹亹不倦	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
人不可貌相	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
人不知鬼不覺	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
人中之龍	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
人之常情	project-pos-expansion		chengyu	china-idiom	external-membership;family-unset	medium	pending	awaiting-review
人事不知	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
人云亦云	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
人五人六	mother-unmatched	idiom		project-pos-mother	no-external-match	low	pending	awaiting-review
人亡物在	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
人人得而誅之	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
人人自危	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
人仰馬翻	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
人來人往	project-pos-expansion		chengyu	china-idiom	external-membership;family-unset	medium	pending	awaiting-review
人傑地靈	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
人去樓空	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
人各有志	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
人命關天	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
人喊馬嘶	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
人困馬乏	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
人地生疏	project-pos-expansion		chengyu	china-idiom	external-membership;family-unset	medium	pending	awaiting-review
人壽年豐	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
人多勢眾	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
人多口雜	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
人如其名	mother-unmatched	idiom		project-pos-mother	no-external-match	low	pending	awaiting-review
人定勝天	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
人小鬼大	mother-unmatched	idiom		project-pos-mother	no-external-match	low	pending	awaiting-review
人山人海	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
人強馬壯	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
人微言輕	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
人心不古	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
人心不足蛇吞象	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
人心叵測	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
人心向背	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
人心大快	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
人心惶惶	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
人心所向	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
人心隔肚皮	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
人心難測	project-pos-expansion		chengyu	china-idiom	external-membership;family-unset	medium	pending	awaiting-review
人怕出名豬怕壯	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
人急智生	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
人情世故	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
人情冷暖	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
人慾橫流	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
人所共知	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
人才濟濟	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
人棄我取	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
人模狗樣	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
人浮於事	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
人滿為患	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
人無完人	mother-unmatched	idiom		project-pos-mother	no-external-match	low	pending	awaiting-review
人煙稠密	project-pos-expansion		chengyu	china-idiom	external-membership;family-unset	medium	pending	awaiting-review
人琴俱亡	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
人生何處不相逢	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
人生如夢	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
人生如朝露	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
人生路不熟	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
人盡可夫	mother-unmatched	idiom		project-pos-mother	no-external-match	low	pending	awaiting-review
人神共憤	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
人窮志短	project-pos-expansion		chengyu	china-idiom	external-membership;family-unset	medium	pending	awaiting-review
人老珠黃	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
人聲鼎沸	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
人言可畏	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
人財兩失	project-pos-expansion		chengyu	china-idiom	external-membership;family-unset	medium	pending	awaiting-review
人財兩空	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
人贓並獲	mother-unmatched	idiom		project-pos-mother	no-external-match	low	pending	awaiting-review
人贓俱獲	mother-unmatched	idiom		project-pos-mother	no-external-match	low	pending	awaiting-review
人跡罕至	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
人逢喜事精神爽	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
人間地獄	project-pos-expansion		chengyu	china-idiom	external-membership;family-unset	medium	pending	awaiting-review
人間天堂	project-pos-expansion		chengyu	china-idiom	external-membership;family-unset	medium	pending	awaiting-review
人非草木	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
人面桃花	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
人面獸心	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
人高馬大	mother-unmatched	idiom		project-pos-mother	no-external-match	low	pending	awaiting-review
仁人君子	project-pos-expansion		chengyu	china-idiom	external-membership;family-unset	medium	pending	awaiting-review
仁人志士	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
仁人義士	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
仁心仁術	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
仁民愛物	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
仁義道德	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
仁者無敵	mother-unmatched	idiom		project-pos-mother	no-external-match	low	pending	awaiting-review
仁者見仁	mother-unmatched	idiom		project-pos-mother	no-external-match	low	pending	awaiting-review
仁至義盡	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
