literal	pos	family	voice	source	evidence	confidence	verdict	review_note	stratum	audit_verdict	audit_note
大喜過望	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
大器晚成	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
大塊文章	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
大天白日	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
大度包容	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
大張撻伐	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
大張聲勢	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
大快人心	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
大恩大德	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
大慈大悲	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
大放厥辭	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
大放悲聲	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
大敵當前	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
大智如愚	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
大書特書	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
大有作為	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
大有徑庭	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
大有逕庭	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
大杖則走	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
大權旁落	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
大步流星	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
大海撈針	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
大澈大悟	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
大發雷霆	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
大相逕庭	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
大義凜然	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
大義滅親	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
大聲疾呼	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
大逆不道	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
大難不死	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
大雨如注	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
大雨滂沱	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
大題小作	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
大顯神通	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
大風大浪	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
天下大亂	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
天下太平	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
天下為公	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
天不怕地不怕	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
天保九如	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
天倫之樂	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
天南地北	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
天字第一號	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
天差地遠	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
天從人願	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
天懸地隔	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
天旋地轉	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
天昏地暗	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
天時地利人和	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
天有不測風雲	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
天機不可泄漏	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
天機不可泄露	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
天涯比鄰	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
天災人禍	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
天無二日	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
天無絕人之路	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
天理人情	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
天理昭彰	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
天理良心	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
天真爛漫	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
天知地知	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
天經地義	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
天羅地網	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
天翻地覆	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
天與人歸	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
天花亂墜	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
天衣無縫	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
天長地久	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
天驚石破	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
天高皇帝遠	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
太倉一粟	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
夫倡婦隨	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
夫唱婦隨	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
失張失智	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
