literal	pos	family	voice	source	evidence	confidence	verdict	review_note
國難當頭	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
圍城打援	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
圍魏救趙	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
圓顱方趾	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
圖窮匕見	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
圖謀不軌	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
圖財害命	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
團團轉	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
土崩瓦解	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
土牛木馬	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
土階茅茨	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
土雞瓦狗	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
在所不惜	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
地久天長	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
地大物博	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
地廣人稀	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
坎坷不平	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
坐不垂堂	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
坐失機宜	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
坐山觀虎鬥	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
坐觀成敗	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
坐言起行	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
垂手可得	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
垂死掙扎	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
垂涎三尺	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
垂涎欲滴	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
埋天怨地	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
埋頭苦幹	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
城下之盟	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
城狐社鼠	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
執法如山	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
執牛耳	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
堅如磐石	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
堅強不屈	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
堅忍不拔	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
堅持不懈	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
堅苦卓絕	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
堅韌不拔	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
堆金積玉	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
堤潰蟻孔	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
報仇雪恥	v	chengyu		china-idiom+agent	action-definition	high	accept	conservative syntax review
報本反始	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
塗脂抹粉	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
塞翁失馬焉知非福	u	chengyu		china-idiom+agent	clause-without-syntax-slot	low	accept	conservative syntax review
墮雲霧中	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
壁壘森嚴	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
壎篪相和	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
壹敗塗地	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
壽比南山	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
壽陵失步	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
夏爐冬扇	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
夏蟲不可以語冰	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
外寬內忌	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
夙夜匪懈	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
夙興夜寐	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
多一事不如少一事	u	chengyu		china-idiom+agent	clause-without-syntax-slot	low	accept	conservative syntax review
多多益善	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
多如牛毛	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
多愁多病	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
多此一舉	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
多災多難	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
多聞闕疑	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
多行不義必自斃	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
多財善賈	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
多錢善賈	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
夜不閉户	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
夜郎自大	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
夜闌人靜	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
大中至正	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
大仁大義	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
大功告成	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
大勇若怯	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
大動干戈	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
大動肝火	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
大同小異	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
大名鼎鼎	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
大吹法螺	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
大喜過望	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
大器晚成	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
大塊文章	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
大天白日	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
大度包容	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
大張撻伐	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
大張聲勢	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
大快人心	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
大恩大德	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
大慈大悲	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
大放厥辭	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
大放悲聲	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
大敵當前	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
大智如愚	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
大書特書	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
大有作為	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
大有徑庭	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
大有逕庭	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
大杖則走	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
大權旁落	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
大步流星	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
大海撈針	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
大澈大悟	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
大發雷霆	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
大相逕庭	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
大義凜然	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
大義滅親	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
大聲疾呼	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
大逆不道	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
大難不死	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
大雨如注	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
大雨滂沱	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
大題小作	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
大顯神通	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
大風大浪	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
天下大亂	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
天下太平	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
天下為公	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
天下為家	v	chengyu		china-idiom+agent	agent-reviewed-override	high	accept	conservative syntax review
天不怕地不怕	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
天保九如	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
天倫之樂	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
天公地道	a	chengyu		china-idiom+agent	state-definition	high	accept	conservative syntax review
天南地北	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
天字第一號	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
天差地遠	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
天從人願	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
天懸地隔	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
天旋地轉	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
天昏地暗	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
